tai04_04_01.txt,113
tai04_04_02.txt,211
tai04_04_03.txt,217
tai04_04_04.txt,235
tai04_04_05.txt,265
tai04_04_06.txt,196
tai04_04_07.txt,175
tai04_04_08.txt,128
tai04_04_09.txt,212
tai04_04_10.txt,106
tai05_05_01.txt,225
tai05_05_02.txt,230
tai05_05_03.txt,277
tai05_05_04.txt,299
tai05_05_05.txt,282
tai05_05_06.txt,268
tai05_05_07.txt,265
tai05_05_08.txt,245
tai05_05_09.txt,339
tai05_05_10.txt,257
tai07_07_01.txt,335
tai07_07_02.txt,377
tai07_07_03.txt,442
tai07_07_04.txt,419
tai07_07_05.txt,369
tai07_07_06.txt,443
tai07_07_07.txt,392
tai07_07_08.txt,301
tai07_07_09.txt,383
tai07_07_10.txt,376
tai10_10_01.txt,565
tai10_10_02.txt,543
tai10_10_03.txt,490
tai10_10_04.txt,479
tai10_10_05.txt,542
tai10_10_06.txt,478
tai10_10_07.txt,507
tai10_10_08.txt,526
tai10_10_09.txt,556
tai10_10_10.txt,539
tai15_15_01.txt,725
tai15_15_02.txt,765
tai15_15_03.txt,692
tai15_15_04.txt,700
tai15_15_05.txt,800
tai15_15_06.txt,799
tai15_15_07.txt,747
tai15_15_08.txt,722
tai15_15_09.txt,682
tai15_15_10.txt,712
tai20_20_01.txt,948
tai20_20_02.txt,1092
tai20_20_03.txt,943
tai20_20_04.txt,1043
tai20_20_05.txt,980
tai20_20_06.txt,871
tai20_20_07.txt,1027
tai20_20_08.txt,1027
tai20_20_09.txt,1007
tai20_20_10.txt,1052
j3-per0-1,980
j3-per0-2,1239
j3-per10-0,829
j3-per10-1,928
j3-per10-2,1077
j3-per20-0,854
j3-per20-1,1105
j3-per20-2,645
j4-per0-0,1001
j4-per0-1,1010
j4-per0-2,1175
j4-per10-0,926
j4-per10-1,770
j4-per10-2,861
j4-per20-0,798
j4-per20-1,1244
j4-per20-2,814
j5-per0-0,869
j5-per0-1,1060
j5-per0-2,993
j5-per10-0,922
j5-per10-1,1158
j5-per10-2,938
j5-per20-0,811
j5-per20-1,1020
j5-per20-2,918
j6-per0-0,916
j6-per0-1,1112
j6-per0-2,1055
j6-per10-0,989
j6-per10-1,1011
j6-per10-2,871
j6-per20-0,926
j6-per20-1,873
j6-per20-2,977
j7-per0-0,937
j7-per0-1,1036
j7-per0-2,1040
j7-per10-0,961
j7-per10-1,965
j7-per10-2,955
j7-per20-0,928
j7-per20-1,1018
j7-per20-2,835
j8-per0-1,989
j8-per0-2,1055
j8-per10-0,896
j8-per10-1,1039
j8-per10-2,929
j8-per20-0,927
j8-per20-1,750
j8-per20-2,991
GP03-01.txt,622
GP03-02.txt,838
GP03-03.txt,1211
GP03-04.txt,1166
GP03-05.txt,1091
GP03-06.txt,1032
GP03-07.txt,1314
GP03-08.txt,1147
GP03-09.txt,999
GP03-10.txt,1317
GP04-01.txt,725
GP04-02.txt,1108
GP04-03.txt,1073
GP04-04.txt,1157
GP04-05.txt,742
GP04-06.txt,1275
GP04-07.txt,1210
GP04-08.txt,1343
GP04-09.txt,1190
GP04-10.txt,1158
GP05-01.txt,916
GP05-02.txt,851
GP05-03.txt,602
GP05-04.txt,1080
GP05-05.txt,1086
GP05-06.txt,898
GP05-07.txt,793
GP05-08.txt,830
GP05-09.txt,1115
GP05-10.txt,1151
GP06-01.txt,1012
GP06-02.txt,1011
GP06-03.txt,1085
GP06-04.txt,892
GP06-05.txt,835
GP06-06.txt,1181
GP06-07.txt,657
GP06-08.txt,789
GP06-09.txt,1009
GP06-10.txt,1023
GP07-01.txt,937
GP07-02.txt,778
GP07-03.txt,853
GP07-04.txt,558
GP07-05.txt,1042
GP07-06.txt,1028
GP07-07.txt,889
GP07-08.txt,883
GP07-09.txt,752
GP07-10.txt,1094
GP08-01.txt,1134
GP08-02.txt,1072
GP08-03.txt,991
GP08-04.txt,1075
GP08-05.txt,1063
GP08-06.txt,1076
GP08-07.txt,956
GP08-08.txt,888
GP08-09.txt,993
GP08-10.txt,779
GP09-01.txt,1043
GP09-02.txt,699
GP09-03.txt,1030
GP09-04.txt,695
GP09-05.txt,988
GP09-06.txt,1082
GP09-07.txt,913
GP09-08.txt,857
GP09-09.txt,595
GP09-10.txt,954
GP10-01.txt,993
GP10-02.txt,774
GP10-03.txt,1082
GP10-04.txt,1036
GP10-05.txt,1027
GP10-06.txt,986
GP10-07.txt,979
GP10-08.txt,814
GP10-09.txt,999
GP10-10.txt,930
